subject	rt	evidence_type	evidence	item	response	slide_number_in_experiment	screenW	screenH	OS	Browser	language	enjoyment	gender	age	comments	asses	time_in_minutes
36	3695	evidence2	Sie konnten hören, wie Wasser auf das Dach prasselte	regen	bare	14	1280	1024	Windows	Mozilla	Deutsch	1	Female	27		Yes	6.93348333333
37	13667	evidence4	Sie sehen, dass aus dem Kaffee kein Dampf aufsteigt	kaffee	vermutlich	3	1440	900	Windows	Firefox	deutsch	2	Male	47		Yes	3.88325
37	23794	evidence1	Sie trinken einen Schluck Kaffee und stellen fest, dass er kalt ist	kaffee	wohl	4	1440	900	Windows	Firefox	deutsch	2	Male	47		Yes	3.88325
37	11240	evidence2	Sie berühren die Kaffeetasse und stellen fest, dass sie kalt ist	kaffee	bare	5	1440	900	Windows	Firefox	deutsch	2	Male	47		Yes	3.88325
37	29269	evidence1	Sie sahen aus dem Fenster und beobachteten, wie Regentropfen vom Himmel fielen	regen	bare	6	1440	900	Windows	Firefox	deutsch	2	Male	47		Yes	3.88325
37	22772	evidence3	Sie haben Kopfhörer auf und hören Musik, sehen aber aus dem Fenster und beobachten, wie der Postbote vor der Nachbarstür einen Satz nach hinten macht	hund	wohl	7	1440	900	Windows	Firefox	deutsch	2	Male	47		Yes	3.88325
37	22320	evidence4	Sie haben im Internet den Wetterbericht gelesen, in dem stand, dass es regnen würde	regen	muss	8	1440	900	Windows	Firefox	deutsch	2	Male	47		Yes	3.88325
37	20750	evidence5	Sie haben am Vormittag dunkle Wolken am Himmel gesehen	regen	wohl	9	1440	900	Windows	Firefox	deutsch	2	Male	47		Yes	3.88325
37	17318	evidence2	Ihr/e Mann/Frau hat gesagt, dass das Abendessen fertig sei	abendessen	bare	10	1440	900	Windows	Firefox	deutsch	2	Male	47		Yes	3.88325
37	9732	evidence1	Sie schauen aus dem Fenster und sehen Struppi, den Hund der Nachbarn, wie er am Zaun steht und bellt	hund	muss	11	1440	900	Windows	Firefox	deutsch	2	Male	47		Yes	3.88325
37	10562	evidence4	Sie haben Kopfhörer auf und hören Musik, wissen aber, dass der Hund der Nachbarn oft bellt	hund	wohl	12	1440	900	Windows	Firefox	deutsch	2	Male	47		Yes	3.88325
37	11774	evidence4	Sie vernehmen den Geruch von Essen, der aus dem Esszimmer kommt	abendessen	bare	13	1440	900	Windows	Firefox	deutsch	2	Male	47		Yes	3.88325
37	8471	evidence1	Sie haben gerade das Abendessen zubereitet und auf den Tisch gestellt	abendessen	bare	14	1440	900	Windows	Firefox	deutsch	2	Male	47		Yes	3.88325
